"","source.type","source.id","source.description","DTXSID","CASRN","PREFERRED_NAME","variable","form","mean","cv","values","gender","min.age","max.age"
"6619","Product","P.PC.200.000","body wash ","DTXSID0020232","58-08-2","Caffeine","f.chemical","empirical",0,0,"0.005","B","0","99"
"6620","Product","P.PC.200.000","body wash ","DTXSID0020232","58-08-2","Caffeine","chem.prev","point",1,0,"0.005","B","0","99"
"6621","Product","P.PC.200.000","body wash ","DTXSID1031096","58-95-7","D-alpha-Tocopheryl acetate","f.chemical","empirical",0,0,"0.03, 0.01, 0.01, 1e-04, 0.01, 1e-04, 1e-04, 0.03, 0.005","B","0","99"
"6622","Product","P.PC.200.000","body wash ","DTXSID1031096","58-95-7","D-alpha-Tocopheryl acetate","chem.prev","point",1,0,"0.03, 0.01, 0.01, 1e-04, 0.01, 1e-04, 1e-04, 0.03, 0.005","B","0","99"
"6623","Product","P.PC.200.000","body wash ","DTXSID4021717","59-50-7","4-Chloro-3-methylphenol","f.chemical","empirical",0,0,"0.0055","B","0","99"
"6624","Product","P.PC.200.000","body wash ","DTXSID4021717","59-50-7","4-Chloro-3-methylphenol","chem.prev","point",1,0,"0.0055","B","0","99"
"6625","Product","P.PC.200.000","body wash ","DTXSID1034925","590-00-1","Potassium 2,4-hexadienoate","f.chemical","empirical",0,0,"0.004, 0.004, 0.0055, 0.05","B","0","99"
"6626","Product","P.PC.200.000","body wash ","DTXSID1034925","590-00-1","Potassium 2,4-hexadienoate","chem.prev","point",1,0,"0.004, 0.004, 0.0055, 0.05","B","0","99"
"6627","Product","P.PC.200.000","body wash ","DTXSID7074668","5949-29-1","1,2,3-Propanetricarboxylic acid, 2-hydroxy-, hydrate (1:1)","f.chemical","empirical",0,0,"5e-04","B","0","99"
"6628","Product","P.PC.200.000","body wash ","DTXSID7074668","5949-29-1","1,2,3-Propanetricarboxylic acid, 2-hydroxy-, hydrate (1:1)","chem.prev","point",1,0,"5e-04","B","0","99"
"6629","Product","P.PC.200.000","body wash ","DTXSID1020778","5989-27-5","D-Limonene","f.chemical","empirical",0,0,"0.0055, 0.018, 0.0055, 0.0055, 0.0055, 0.0055","B","0","99"
"6630","Product","P.PC.200.000","body wash ","DTXSID1020778","5989-27-5","D-Limonene","chem.prev","point",1,0,"0.0055, 0.018, 0.0055, 0.0055, 0.0055, 0.0055","B","0","99"
"6631","Product","P.PC.200.000","body wash ","DTXSID6022977","60-00-4","Ethylenediaminetetraacetic acid","f.chemical","empirical",0,0,"0.0015, 0.0015","B","0","99"
"6632","Product","P.PC.200.000","body wash ","DTXSID6022977","60-00-4","Ethylenediaminetetraacetic acid","chem.prev","point",1,0,"0.0015, 0.0015","B","0","99"
"6633","Product","P.PC.200.000","body wash ","DTXSID9026342","60-12-8","2-Phenylethanol","f.chemical","empirical",0,0,"0.0175, 0.001","B","0","99"
"6634","Product","P.PC.200.000","body wash ","DTXSID9026342","60-12-8","2-Phenylethanol","chem.prev","point",1,0,"0.0175, 0.001","B","0","99"
"6635","Product","P.PC.200.000","body wash ","DTXSID1049437","6132-04-3","Trisodium citrate dihydrate","f.chemical","empirical",0,0,"0.03","B","0","99"
"6636","Product","P.PC.200.000","body wash ","DTXSID1049437","6132-04-3","Trisodium citrate dihydrate","chem.prev","point",1,0,"0.03","B","0","99"
"6637","Product","P.PC.200.000","body wash ","DTXSID9025299","6197-30-4","2-Ethylhexyl-2-cyano-3,3-diphenylacrylate","f.chemical","empirical",0,0,"6.4e-05, 6.4e-05, 6.4e-05, 6.4e-05","B","0","99"
"6638","Product","P.PC.200.000","body wash ","DTXSID9025299","6197-30-4","2-Ethylhexyl-2-cyano-3,3-diphenylacrylate","chem.prev","point",1,0,"6.4e-05, 6.4e-05, 6.4e-05, 6.4e-05","B","0","99"
"6639","Product","P.PC.200.000","body wash ","DTXSID4038924","6259-76-3","Hexyl salicylate","f.chemical","empirical",0,0,"0.0175, 0.005","B","0","99"
"6640","Product","P.PC.200.000","body wash ","DTXSID4038924","6259-76-3","Hexyl salicylate","chem.prev","point",1,0,"0.0175, 0.005","B","0","99"
"6641","Product","P.PC.200.000","body wash ","DTXSID6027260","627-83-8","Octadecanoic acid, 1,2-ethanediyl ester","f.chemical","empirical",0,0,"0.02, 0.05, 0.005, 0.005, 0.005, 0.015, 0.01, 0.005, 0.005, 0.02, 0.05, 0.05, 0.05, 0.05","B","0","99"
"6642","Product","P.PC.200.000","body wash ","DTXSID6027260","627-83-8","Octadecanoic acid, 1,2-ethanediyl ester","chem.prev","point",1,0,"0.02, 0.05, 0.005, 0.005, 0.005, 0.015, 0.01, 0.005, 0.005, 0.02, 0.05, 0.05, 0.05, 0.05","B","0","99"
"6643","Product","P.PC.200.000","body wash ","DTXSID40863737","6283-92-7","Propanoic acid, 2-hydroxy-, dodecyl ester","f.chemical","empirical",0,0,"0.005","B","0","99"
"6644","Product","P.PC.200.000","body wash ","DTXSID40863737","6283-92-7","Propanoic acid, 2-hydroxy-, dodecyl ester","chem.prev","point",1,0,"0.005","B","0","99"
"6645","Product","P.PC.200.000","body wash ","DTXSID6027266","629-50-5","Tridecane","f.chemical","empirical",0,0,"0.01, 0.01","B","0","99"
"6646","Product","P.PC.200.000","body wash ","DTXSID6027266","629-50-5","Tridecane","chem.prev","point",1,0,"0.01, 0.01","B","0","99"
"6647","Product","P.PC.200.000","body wash ","DTXSID2023193","63-42-3","Lactose","f.chemical","empirical",0,0,"0.05","B","0","99"
"6648","Product","P.PC.200.000","body wash ","DTXSID2023193","63-42-3","Lactose","chem.prev","point",1,0,"0.05","B","0","99"
"6649","Product","P.PC.200.000","body wash ","DTXSID2052318","63500-71-0","2-Isobutyl-4-methyltetrahydropyran-4-ol","f.chemical","empirical",0,0,"0.001","B","0","99"
"6650","Product","P.PC.200.000","body wash ","DTXSID2052318","63500-71-0","2-Isobutyl-4-methyltetrahydropyran-4-ol","chem.prev","point",1,0,"0.001","B","0","99"
"6651","Product","P.PC.200.000","body wash ","DTXSID3026350","64-02-8","Ethylenediaminetetraacetic acid tetrasodium salt","f.chemical","empirical",0,0,"0.05, 0.05, 0.05, 0.001, 5e-04, 0.05, 0.05, 0.001, 0.0015, 0.5005, 0.5005, 0.000483, 0.5005, 0.5005, 0.005, 0.001, 0.0055, 0.03, 0.0055, 5e-04, 0.001, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05","B","0","99"
"6652","Product","P.PC.200.000","body wash ","DTXSID3026350","64-02-8","Ethylenediaminetetraacetic acid tetrasodium salt","chem.prev","point",1,0,"0.05, 0.05, 0.05, 0.001, 5e-04, 0.05, 0.05, 0.001, 0.0015, 0.5005, 0.5005, 0.000483, 0.5005, 0.5005, 0.005, 0.001, 0.0055, 0.03, 0.0055, 5e-04, 0.001, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05","B","0","99"
"6653","Product","P.PC.200.000","body wash ","DTXSID9020584","64-17-5","Ethanol","f.chemical","empirical",0,0,"0.03, 0.525, 0.575, 0.55, 0.02, 0.8, 5e-04, 5e-04, 0.005, 0.75, 0.55, 0.62, 0.1275, 0.275, 0.62, 0.62, 0.62, 0.62, 0.8, 0.3, 0.8, 0.55, 0.62, 0.8, 0.3, 0.8, 0.0225, 5e-04, 0.25, 0.03, 0.74, 0.375, 0.0125, 0.8, 0.55, 0.743, 0.743, 0.8, 0.65, 0.55, 0.005, 0.65, 0.743, 0.8, 0.05, 0.45, 0.005, 0.02, 0.02, 0.03","B","0","99"
"6654","Product","P.PC.200.000","body wash ","DTXSID9020584","64-17-5","Ethanol","chem.prev","point",1,0,"0.03, 0.525, 0.575, 0.55, 0.02, 0.8, 5e-04, 5e-04, 0.005, 0.75, 0.55, 0.62, 0.1275, 0.275, 0.62, 0.62, 0.62, 0.62, 0.8, 0.3, 0.8, 0.55, 0.62, 0.8, 0.3, 0.8, 0.0225, 5e-04, 0.25, 0.03, 0.74, 0.375, 0.0125, 0.8, 0.55, 0.743, 0.743, 0.8, 0.65, 0.55, 0.005, 0.65, 0.743, 0.8, 0.05, 0.45, 0.005, 0.02, 0.02, 0.03","B","0","99"
"6655","Product","P.PC.200.000","body wash ","DTXSID5024394","64-19-7","Acetic acid","f.chemical","empirical",0,0,"0.1","B","0","99"
"6656","Product","P.PC.200.000","body wash ","DTXSID5024394","64-19-7","Acetic acid","chem.prev","point",1,0,"0.1","B","0","99"
"6657","Product","P.PC.200.000","body wash ","DTXSID8035217","6440-58-0","1,3-Dimethylol-5,5-dimethylhydantoin","f.chemical","empirical",0,0,"0.003, 0.05, 0.002, 0.0055, 0.05, 0.05, 0.003, 0.0055, 0.0055, 0.05, 0.05, 0.05, 0.05, 0.05","B","0","99"
"6658","Product","P.PC.200.000","body wash ","DTXSID8035217","6440-58-0","1,3-Dimethylol-5,5-dimethylhydantoin","chem.prev","point",1,0,"0.003, 0.05, 0.002, 0.0055, 0.05, 0.05, 0.003, 0.0055, 0.0055, 0.05, 0.05, 0.05, 0.05, 0.05","B","0","99"
"6659","Product","P.PC.200.000","body wash ","DTXSID6020143","65-85-0","Benzoic acid","f.chemical","empirical",0,0,"0.005, 0.005, 0.0006125, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005","B","0","99"
"6660","Product","P.PC.200.000","body wash ","DTXSID6020143","65-85-0","Benzoic acid","chem.prev","point",1,0,"0.005, 0.005, 0.0006125, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005","B","0","99"
"6661","Product","P.PC.200.000","body wash ","DTXSID8037750","65405-77-8","(3Z)-Hex-3-en-1-yl salicylate","f.chemical","empirical",0,0,"0.0075","B","0","99"
"6662","Product","P.PC.200.000","body wash ","DTXSID8037750","65405-77-8","(3Z)-Hex-3-en-1-yl salicylate","chem.prev","point",1,0,"0.0075","B","0","99"
"6663","Product","P.PC.200.000","body wash ","DTXSID8070417","66161-62-4","Sodium lauroamphoacetate","f.chemical","empirical",0,0,"0.03, 0.05","B","0","99"
"6664","Product","P.PC.200.000","body wash ","DTXSID8070417","66161-62-4","Sodium lauroamphoacetate","chem.prev","point",1,0,"0.03, 0.05","B","0","99"
"6665","Product","P.PC.200.000","body wash ","DTXSID601014965","66170-10-3","Sodium ascorbyl phosphate","f.chemical","empirical",0,0,"2e-04","B","0","99"
"6666","Product","P.PC.200.000","body wash ","DTXSID601014965","66170-10-3","Sodium ascorbyl phosphate","chem.prev","point",1,0,"2e-04","B","0","99"
"6667","Product","P.PC.200.000","body wash ","DTXSID1027633","6683-19-8","Irganox 1010","f.chemical","empirical",0,0,"7e-04","B","0","99"
"6668","Product","P.PC.200.000","body wash ","DTXSID1027633","6683-19-8","Irganox 1010","chem.prev","point",1,0,"7e-04","B","0","99"
"6669","Product","P.PC.200.000","body wash ","DTXSID2026363","68-04-2","Trisodium citrate","f.chemical","empirical",0,0,"0.005, 0.005, 0.005","B","0","99"
"6670","Product","P.PC.200.000","body wash ","DTXSID2026363","68-04-2","Trisodium citrate","chem.prev","point",1,0,"0.005, 0.005, 0.005","B","0","99"
"6671","Product","P.PC.200.000","body wash ","DTXSID7026368","69-72-7","Salicylic acid","f.chemical","empirical",0,0,"0.0175, 0.03, 0.0125, 0.03","B","0","99"
"6672","Product","P.PC.200.000","body wash ","DTXSID7026368","69-72-7","Salicylic acid","chem.prev","point",1,0,"0.0175, 0.03, 0.0125, 0.03","B","0","99"
"6673","Product","P.PC.200.000","body wash ","DTXSID8027298","693-33-4","1-Hexadecanaminium, N-(carboxymethyl)-N,N-dimethyl-, inner salt","f.chemical","empirical",0,0,"0.025, 0.025, 0.025","B","0","99"
"6674","Product","P.PC.200.000","body wash ","DTXSID8027298","693-33-4","1-Hexadecanaminium, N-(carboxymethyl)-N,N-dimethyl-, inner salt","chem.prev","point",1,0,"0.025, 0.025, 0.025","B","0","99"
"6675","Product","P.PC.200.000","body wash ","DTXSID9044829","70356-09-1","1-(4-tert-Butylphenyl)-3-(4-methoxyphenyl)propane-1,3-dione","f.chemical","empirical",0,0,"6.4e-05, 6.4e-05, 6.4e-05, 6.4e-05, 6.4e-05","B","0","99"
"6676","Product","P.PC.200.000","body wash ","DTXSID9044829","70356-09-1","1-(4-tert-Butylphenyl)-3-(4-methoxyphenyl)propane-1,3-dione","chem.prev","point",1,0,"6.4e-05, 6.4e-05, 6.4e-05, 6.4e-05, 6.4e-05","B","0","99"
"6677","Product","P.PC.200.000","body wash ","DTXSID80990652","70445-33-9","3-[(2-Ethylhexyl)oxy]propane-1,2-diol","f.chemical","empirical",0,0,"0.002, 0.005, 0.005, 0.004, 0.004, 0.004, 0.03, 0.004, 0.002, 0.002, 0.002, 0.002, 0.002, 0.005, 0.005, 0.005, 0.05","B","0","99"
"6678","Product","P.PC.200.000","body wash ","DTXSID80990652","70445-33-9","3-[(2-Ethylhexyl)oxy]propane-1,2-diol","chem.prev","point",1,0,"0.002, 0.005, 0.005, 0.004, 0.004, 0.004, 0.03, 0.004, 0.002, 0.002, 0.002, 0.002, 0.002, 0.005, 0.005, 0.005, 0.05","B","0","99"
"6679","Product","P.PC.200.000","body wash ","DTXSID4022109","706-14-9","gamma-Decanolactone","f.chemical","empirical",0,0,"0.005","B","0","99"
"6680","Product","P.PC.200.000","body wash ","DTXSID4022109","706-14-9","gamma-Decanolactone","chem.prev","point",1,0,"0.005","B","0","99"
"6681","Product","P.PC.200.000","body wash ","DTXSID60993085","72300-24-4","2-Hydroxypropanoic acid--16-methyl-N-[3-(morpholin-4-yl)propyl]heptadecanimidic acid (1/1)","f.chemical","empirical",0,0,"0.05, 0.05, 0.05, 0.05, 0.05","B","0","99"
"6682","Product","P.PC.200.000","body wash ","DTXSID60993085","72300-24-4","2-Hydroxypropanoic acid--16-methyl-N-[3-(morpholin-4-yl)propyl]heptadecanimidic acid (1/1)","chem.prev","point",1,0,"0.05, 0.05, 0.05, 0.05, 0.05","B","0","99"
"6683","Product","P.PC.200.000","body wash ","DTXSID3020253","7235-40-7","beta-Carotene","f.chemical","empirical",0,0,"5e-05","B","0","99"
"6684","Product","P.PC.200.000","body wash ","DTXSID3020253","7235-40-7","beta-Carotene","chem.prev","point",1,0,"5e-05","B","0","99"
"6685","Product","P.PC.200.000","body wash ","DTXSID30904926","7381-01-3","Dodecanoic acid, 2-sulfoethyl ester, sodium salt","f.chemical","empirical",0,0,"0.03, 0.03, 0.03, 0.03, 0.05, 0.03, 0.03, 0.03, 0.03, 0.05, 0.05, 0.05","B","0","99"
"6686","Product","P.PC.200.000","body wash ","DTXSID30904926","7381-01-3","Dodecanoic acid, 2-sulfoethyl ester, sodium salt","chem.prev","point",1,0,"0.03, 0.03, 0.03, 0.03, 0.05, 0.03, 0.03, 0.03, 0.03, 0.05, 0.05, 0.05","B","0","99"
"6687","Product","P.PC.200.000","body wash ","DTXSID5026386","74-98-6","Propane","f.chemical","empirical",0,0,"0.0129","B","0","99"
"6688","Product","P.PC.200.000","body wash ","DTXSID5026386","74-98-6","Propane","chem.prev","point",1,0,"0.0129","B","0","99"
"6689","Product","P.PC.200.000","body wash ","DTXSID1026401","75-28-5","Isobutane","f.chemical","empirical",0,0,"0.275, 0.0171","B","0","99"
"6690","Product","P.PC.200.000","body wash ","DTXSID1026401","75-28-5","Isobutane","chem.prev","point",1,0,"0.275, 0.0171","B","0","99"
"6691","Product","P.PC.200.000","body wash ","DTXSID0024050","75-37-6","1,1-Difluoroethane","f.chemical","empirical",0,0,"0.3","B","0","99"
"6692","Product","P.PC.200.000","body wash ","DTXSID0024050","75-37-6","1,1-Difluoroethane","chem.prev","point",1,0,"0.3","B","0","99"
"6693","Product","P.PC.200.000","body wash ","DTXSID20859032","7695-91-2","Acetic acid alpha-tocopherol","f.chemical","empirical",0,0,"0.005, 0.02, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 1e-06, 0.05, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.05, 0.05","B","0","99"
"6694","Product","P.PC.200.000","body wash ","DTXSID20859032","7695-91-2","Acetic acid alpha-tocopherol","chem.prev","point",1,0,"0.005, 0.02, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 1e-06, 0.05, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.05, 0.05","B","0","99"
"6695","Product","P.PC.200.000","body wash ","DTXSID2023723","77-86-1","Tromethamine","f.chemical","empirical",0,0,"0.005","B","0","99"
"6696","Product","P.PC.200.000","body wash ","DTXSID2023723","77-86-1","Tromethamine","chem.prev","point",1,0,"0.005","B","0","99"
"6697","Product","P.PC.200.000","body wash ","DTXSID3020332","77-92-9","Citric acid","f.chemical","empirical",0,0,"5e-04, 0.0055, 5e-04, 5e-04, 0.002, 0.005, 0.005, 0.004, 6e-04, 0.005, 1e-04, 5e-04, 1e-04, 1e-04, 5e-04, 5e-04, 1e-04, 0.025, 0.0014, 0.05, 0.005, 0.005, 0.05, 0.005, 4e-04, 0.002, 0.002, 0.001, 0.0065, 0.006, 0.025, 0.005, 0.002, 0.002, 0.005, 0.0017, 0.025, 4e-04, 0.001, 1e-05, 5e-04, 0.005, 0.005, 0.005, 0.0055, 0.001, 0.0013, 5e-04, 0.0055, 0.0055, 0.0055, 0.03, 5e-04, 0.0013, 0.001, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05","B","0","99"
"6698","Product","P.PC.200.000","body wash ","DTXSID3020332","77-92-9","Citric acid","chem.prev","point",1,0,"5e-04, 0.0055, 5e-04, 5e-04, 0.002, 0.005, 0.005, 0.004, 6e-04, 0.005, 1e-04, 5e-04, 1e-04, 1e-04, 5e-04, 5e-04, 1e-04, 0.025, 0.0014, 0.05, 0.005, 0.005, 0.05, 0.005, 4e-04, 0.002, 0.002, 0.001, 0.0065, 0.006, 0.025, 0.005, 0.002, 0.002, 0.005, 0.0017, 0.025, 4e-04, 0.001, 1e-05, 5e-04, 0.005, 0.005, 0.005, 0.0055, 0.001, 0.0013, 5e-04, 0.0055, 0.0055, 0.0055, 0.03, 5e-04, 0.0013, 0.001, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05","B","0","99"
"6699","Product","P.PC.200.000","body wash ","DTXSID0040701","77-93-0","Triethyl citrate","f.chemical","empirical",0,0,"0.005, 0.005","B","0","99"
"6700","Product","P.PC.200.000","body wash ","DTXSID0040701","77-93-0","Triethyl citrate","chem.prev","point",1,0,"0.005, 0.005","B","0","99"
"6701","Product","P.PC.200.000","body wash ","DTXSID7025502","78-70-6","Linalool","f.chemical","empirical",0,0,"0.005, 0.005, 0.0175, 0.005, 0.005, 0.005, 0.0015, 0.005, 0.005, 0.005, 0.005, 0.005, 5e-04","B","0","99"
"6702","Product","P.PC.200.000","body wash ","DTXSID7025502","78-70-6","Linalool","chem.prev","point",1,0,"0.005, 0.005, 0.0175, 0.005, 0.005, 0.005, 0.0015, 0.005, 0.005, 0.005, 0.005, 0.005, 5e-04","B","0","99"
"6703","Product","P.PC.200.000","body wash ","DTXSID8025468","78-78-4","2-Methylbutane","f.chemical","empirical",0,0,"0.0025","B","0","99"
"6704","Product","P.PC.200.000","body wash ","DTXSID8025468","78-78-4","2-Methylbutane","chem.prev","point",1,0,"0.0025","B","0","99"
"6705","Product","P.PC.200.000","body wash ","DTXSID0029559","78491-02-8","Diazolidinyl urea","f.chemical","empirical",0,0,"0.0055, 0.0055, 0.0055, 0.0055, 0.0055, 0.003, 0.0055, 0.003","B","0","99"
"6706","Product","P.PC.200.000","body wash ","DTXSID0029559","78491-02-8","Diazolidinyl urea","chem.prev","point",1,0,"0.0055, 0.0055, 0.0055, 0.0055, 0.0055, 0.003, 0.0055, 0.003","B","0","99"
"6707","Product","P.PC.200.000","body wash ","DTXSID1021241","79-81-2","Retinol palmitate","f.chemical","empirical",0,0,"0.03, 1e-06, 0.001, 0.05","B","0","99"
"6708","Product","P.PC.200.000","body wash ","DTXSID1021241","79-81-2","Retinol palmitate","chem.prev","point",1,0,"0.03, 1e-06, 0.001, 0.05","B","0","99"
"6709","Product","P.PC.200.000","body wash ","DTXSID9026500","80-54-6","2-(4-Tert-Butylbenzyl)propionaldehyde","f.chemical","empirical",0,0,"0.005, 0.0625, 0.005, 0.005, 0.0022, 0.005, 0.005","B","0","99"
"6710","Product","P.PC.200.000","body wash ","DTXSID9026500","80-54-6","2-(4-Tert-Butylbenzyl)propionaldehyde","chem.prev","point",1,0,"0.005, 0.0625, 0.005, 0.005, 0.0022, 0.005, 0.005","B","0","99"
"6711","Product","P.PC.200.000","body wash ","DTXSID00230087","8013-52-3","Ethanol, mixt. with methanol","f.chemical","empirical",0,0,"0.8","B","0","99"
"6712","Product","P.PC.200.000","body wash ","DTXSID00230087","8013-52-3","Ethanol, mixt. with methanol","chem.prev","point",1,0,"0.8","B","0","99"
"6713","Product","P.PC.200.000","body wash ","DTXSID00231231","81646-13-1","Behentrimonium methosulfate","f.chemical","empirical",0,0,"0.0055, 0.03, 0.03","B","0","99"
"6714","Product","P.PC.200.000","body wash ","DTXSID00231231","81646-13-1","Behentrimonium methosulfate","chem.prev","point",1,0,"0.0055, 0.03, 0.03","B","0","99"
"6715","Product","P.PC.200.000","body wash ","DTXSID7021780","84-66-2","Diethyl phthalate","f.chemical","empirical",0,0,"0.03","B","0","99"
"6716","Product","P.PC.200.000","body wash ","DTXSID7021780","84-66-2","Diethyl phthalate","chem.prev","point",1,0,"0.03","B","0","99"
"6717","Product","P.PC.200.000","body wash ","DTXSID2026523","87-90-1","Symclosene","f.chemical","empirical",0,0,"0.005","B","0","99"
"6718","Product","P.PC.200.000","body wash ","DTXSID2026523","87-90-1","Symclosene","chem.prev","point",1,0,"0.005","B","0","99"
"6719","Product","P.PC.200.000","body wash ","DTXSID0032316","88-04-0","4-Chloro-3,5-dimethylphenol","f.chemical","empirical",0,0,"5e-04","B","0","99"
"6720","Product","P.PC.200.000","body wash ","DTXSID0032316","88-04-0","4-Chloro-3,5-dimethylphenol","chem.prev","point",1,0,"5e-04","B","0","99"
"6721","Product","P.PC.200.000","body wash ","DTXSID3036105","88-41-5","2-tert-Butylcyclohexyl acetate","f.chemical","empirical",0,0,"0.0075","B","0","99"
"6722","Product","P.PC.200.000","body wash ","DTXSID3036105","88-41-5","2-tert-Butylcyclohexyl acetate","chem.prev","point",1,0,"0.0075","B","0","99"
"6723","Product","P.PC.200.000","body wash ","DTXSID0026549","90-80-2","Gluconolactone","f.chemical","empirical",0,0,"0.055","B","0","99"
"6724","Product","P.PC.200.000","body wash ","DTXSID0026549","90-80-2","Gluconolactone","chem.prev","point",1,0,"0.055","B","0","99"
"6725","Product","P.PC.200.000","body wash ","DTXSID501019881","9041-22-9","beta-Glucan","f.chemical","empirical",0,0,"0.02, 0.005","B","0","99"
"6726","Product","P.PC.200.000","body wash ","DTXSID501019881","9041-22-9","beta-Glucan","chem.prev","point",1,0,"0.02, 0.005","B","0","99"
"6727","Product","P.PC.200.000","body wash ","DTXSID7020348","91-64-5","Coumarin","f.chemical","empirical",0,0,"5e-04, 0.005, 0.005, 0.005, 0.0055, 0.0055","B","0","99"
"6728","Product","P.PC.200.000","body wash ","DTXSID7020348","91-64-5","Coumarin","chem.prev","point",1,0,"5e-04, 0.005, 0.005, 0.005, 0.0055, 0.0055","B","0","99"
"6729","Product","P.PC.200.000","body wash ","DTXSID00888244","92484-48-5","Benzenesulfonic acid, 3-(2H-benzotriazol-2-yl)-4-hydroxy-5-(1-methylpropyl)-, sodium salt (1:1)","f.chemical","empirical",0,0,"0.05","B","0","99"
"6730","Product","P.PC.200.000","body wash ","DTXSID00888244","92484-48-5","Benzenesulfonic acid, 3-(2H-benzotriazol-2-yl)-4-hydroxy-5-(1-methylpropyl)-, sodium salt (1:1)","chem.prev","point",1,0,"0.05","B","0","99"
"6731","Product","P.PC.200.000","body wash ","DTXSID4022527","94-13-3","Propylparaben","f.chemical","empirical",0,0,"5e-04, 0.001, 0.001, 0.001, 0.001, 8e-04, 0.001, 5e-04","B","0","99"
"6732","Product","P.PC.200.000","body wash ","DTXSID4022527","94-13-3","Propylparaben","chem.prev","point",1,0,"5e-04, 0.001, 0.001, 0.001, 0.001, 8e-04, 0.001, 5e-04","B","0","99"
"6733","Product","P.PC.200.000","body wash ","DTXSID3020209","94-26-8","Butylparaben","f.chemical","empirical",0,0,"5e-04, 0.001, 0.001, 0.001, 0.00012","B","0","99"
"6734","Product","P.PC.200.000","body wash ","DTXSID3020209","94-26-8","Butylparaben","chem.prev","point",1,0,"5e-04, 0.001, 0.001, 0.001, 0.00012","B","0","99"
"6735","Product","P.PC.200.000","body wash ","DTXSID9020617","97-53-0","Eugenol","f.chemical","empirical",0,0,"0.005, 0.005, 0.0055","B","0","99"
"6736","Product","P.PC.200.000","body wash ","DTXSID9020617","97-53-0","Eugenol","chem.prev","point",1,0,"0.005, 0.005, 0.0055","B","0","99"
"6737","Product","P.PC.200.000","body wash ","DTXSID3020043","97-59-6","Allantoin","f.chemical","empirical",0,0,"0.005, 0.005, 0.005, 0.002, 0.005","B","0","99"
"6738","Product","P.PC.200.000","body wash ","DTXSID3020043","97-59-6","Allantoin","chem.prev","point",1,0,"0.005, 0.005, 0.005, 0.002, 0.005","B","0","99"
"6739","Product","P.PC.200.000","body wash ","DTXSID6046260","98-79-3","Pidolic acid","f.chemical","empirical",0,0,"0.0255","B","0","99"
"6740","Product","P.PC.200.000","body wash ","DTXSID6046260","98-79-3","Pidolic acid","chem.prev","point",1,0,"0.0255","B","0","99"
"6741","Product","P.PC.200.000","body wash ","DTXSID4022529","99-76-3","Methylparaben","f.chemical","empirical",0,0,"0.001, 5e-04, 5e-04, 0.001, 0.001, 0.001, 0.001, 0.001, 0.002, 8e-04, 0.00178, 0.002, 0.00072, 0.0055","B","0","99"
"6742","Product","P.PC.200.000","body wash ","DTXSID4022529","99-76-3","Methylparaben","chem.prev","point",1,0,"0.001, 5e-04, 5e-04, 0.001, 0.001, 0.001, 0.001, 0.001, 0.002, 8e-04, 0.00178, 0.002, 0.00072, 0.0055","B","0","99"
"6743","Product","P.PC.200.000","body wash ","DTXSID0029133","99-93-4","4-Hydroxyacetophenone","f.chemical","empirical",0,0,"0.05","B","0","99"
"6744","Product","P.PC.200.000","body wash ","DTXSID0029133","99-93-4","4-Hydroxyacetophenone","chem.prev","point",1,0,"0.05","B","0","99"
"6745","Product","P.PC.210.000","body wipes ","DTXSID9021976","122-99-6","2-Phenoxyethanol","f.chemical","empirical",0,0,"0.03, 0.03","B","0","99"
"6746","Product","P.PC.210.000","body wipes ","DTXSID9021976","122-99-6","2-Phenoxyethanol","chem.prev","point",1,0,"0.03, 0.03","B","0","99"
"6747","Product","P.PC.210.000","body wipes ","DTXSID3052852","13150-00-0","Sodium lauryltrioxyethylene sulfate","f.chemical","empirical",0,0,"0.2, 0.2","B","0","99"
"6748","Product","P.PC.210.000","body wipes ","DTXSID3052852","13150-00-0","Sodium lauryltrioxyethylene sulfate","chem.prev","point",1,0,"0.2, 0.2","B","0","99"
