"CAS","DTXSID","name","mw","log.kow","water.sol.mg.l","half.air.hr","half.sediment.hr","vp.pa","kp","fabs"
"63893-52-7","DTXSID00516015","N,N-Dimethylthieno[2,3-d]pyrimidin-4-amine",179.24,1.74247,187.565698,1.27,8100,0.001474252324142,0.00370506195794405,0.999378305137421
"639-44-1","DTXSID90897365","Phenoltetrachlorophthalein",456.1,4.09238,29.39578183,3.19,38900,1.1981189896457e-07,0.0029872643397502,0.999608299296054
"639-99-6","DTXSID1052323","2-[(1R,3S,4S)-4-Ethenyl-4-methyl-3-(prop-1-en-2-yl)cyclohexyl]propan-2-ol",222.372,4.39211,527.07500928,2.33,8100,2.223217514445,0.0270925878957896,0.99947275536502
"6390-69-8","DTXSID10884292","[1,1'-Biphenyl]-2,2'-diol, 3,3',5,5'-tetrakis(1,1-dimethylethyl)-",410.642,8.45087,0.16557496082,10.3,38900,8.249416206923e-07,0.00845670619350072,0.24184199204174
"63903-49-1","DTXSID90980822","17-(2-Phenylethyl)morphinan-3-ol--hydrogen chloride (1/1)",383.96,4.16926,4.864504428,1.16,13000,4.033508922582e-07,0.00682101096172694,0.999581996501276
"63903-50-4","DTXSID50980823","Cyclohexane-1,2,3,4,5,6-hexayl hexakis[dihydrogen (phosphate)]--copper (1/1)",723.575,-3.33276,1069168.8915,0.708,38900,2.248762084369e-07,6.23560904623049e-06,0.0223073918806125
"63903-51-5","DTXSID10980824","Cyclohexane-1,2,3,4,5,6-hexayl hexakis[dihydrogen (phosphate)]--zinc (1/1)",725.41,-3.33276,1071880.3242,0.708,38900,2.248762084369e-07,6.21383141058431e-06,0.0223073918806125
"63903-53-7","DTXSID70980825","6-Ethyl-3,11-dimethyl-1,2,3,4,5,6-hexahydro-2,6-methano-3-benzazocine-8,11-diol--hydrogen bromide (1/1)",342.277,2.45941,1239.1796508,1,13000,7.924229565474e-06,0.000975820822547038,0.999673286283148
"63903-55-9","DTXSID30980826","3,6,11-Trimethyl-1,2,3,4,5,6-hexahydro-2,6-methano-3-benzazocine-8,11-diol--hydrogen bromide (1/1)",328.25,1.98342,1977.82442,1.01,13000,1.241938059567e-05,0.00046155996791383,0.999534624025894
"63903-56-0","DTXSID90980827","6,11-Diethyl-3-methyl-1,2,3,4,5,6-hexahydro-2,6-methano-3-benzazocine--hydrogen bromide (1/1)",324.306,5.45406,201.380405148,2.14,13000,0.04549066604712,0.0132894835706685,0.996600836802741
"63903-57-1","DTXSID50980828","6,11-Diethyl-3-methyl-1,2,3,4,5,6-hexahydro-2,6-methano-3-benzazocine--hydrogen chloride (1/1)",279.85,5.45406,173.7750963,2.14,13000,0.04549066604712,0.0178186639018451,0.996600836802741
"63903-58-2","DTXSID10980829","3,6,11-Trimethyl-1,2,3,4,5,6-hexahydro-2,6-methano-3-benzazocine--hydrogen bromide (1/1)",296.252,4.45588,355.70385136,2.2,13000,0.02372565255723,0.01494461072322,0.999429610325881
"63903-60-6","DTXSID20980830","3-Butyl-6,11-dimethyl-1,2,3,4,5,6-hexahydro-2,6-methano-3-benzazocin-8-ol--hydrogen bromide (1/1)",354.332,4.11882,75.148147888,1.21,8100,1.535900597278e-06,0.00857309080206828,0.999599784099083
"63903-64-0","DTXSID80980831","3,6,11-Trimethyl-1,2,3,4,5,6-hexahydro-2,6-methano-3-benzazocin-11-ol--hydrogen bromide (1/1)",312.251,3.00779,877.28791956,1.5,13000,7.145626807874e-06,0.00436003775134048,0.999715874723571
"63903-66-2","DTXSID50213527","2,6-Methano-3-benzazocin-8-ol, 1,2,3,4,5,6-hexahydro-3,6,11-alpha-trimethyl-, acetate (ester), hydrochloride",309.83,3.3239,34.27587324,2.2,13000,0.0003961834805718,0.00697922482502523,0.999714121582269
"63903-67-3","DTXSID40980832","8-Methoxy-3,6,11-trimethyl-1,2,3,4,5,6-hexahydro-2,6-methano-3-benzazocin-11-ol--hydrogen bromide (1/1)",342.277,2.789,646.62286286,1.14,13000,4.800232655233e-05,0.00187226698120904,0.999707247587631
"63903-68-4","DTXSID00980833","6-Ethyl-8-methoxy-3-methyl-1,2,3,4,5,6-hexahydro-2,6-methano-3-benzazocin-11-ol--hydrogen chloride (1/1)",297.82,2.49694,584.0279982,1.44,13000,5.781645432501e-05,0.00221360038102786,0.999678849372612
"63903-69-5","DTXSID10213528","2,6-Methano-3-benzazocin-11-beta-ol, 1,2,3,4,5,6-hexahydro-6-ethyl-8-methoxy-3-methyl-, acetate (ester), hydrochloride",339.86,2.64701,54.6749775,1.49,13000,3.874628630419e-05,0.00148076022087194,0.999696353014724
"63903-70-8","DTXSID60980834","3-Methyl-6,11-dipropyl-1,2,3,4,5,6-hexahydro-2,6-methano-3-benzazocin-8-ol--hydrogen chloride (1/1)",323.91,4.24891,92.3370237,1.24,13000,1.418470236166e-06,0.0115859156960154,0.99954926341199
"63903-72-0","DTXSID20980835","6,11-Dimethyl-3-[2-(thiophen-2-yl)ethyl]-1,2,3,4,5,6-hexahydro-2,6-methano-3-benzazocin-8-ol",327.49,4.76353,1.8119071979,1.09,13000,1.811637964276e-07,0.0125142933322904,0.999103604638611
"63903-73-1","DTXSID80980836","6,11-Dimethyl-3-propyl-1,2,3,4,5,6-hexahydro-2,6-methano-3-benzazocin-8-ol--hydrogen chloride (1/1)",295.85,3.81679,349.3544725,1.21,13000,4.196108909426e-06,0.0122906580680752,0.999671307911415
"63903-74-2","DTXSID0048925","(+)-Phenazocine hydrobromide",402.376,4.23167,5.3551014712,1.19,13000,1.2260780280526e-07,0.00603258632642647,0.999556873024997
"63903-75-3","DTXSID40980837","6,11-Dimethyl-3-(2-phenylethyl)-1,2,3,4,5,6-hexahydro-2,6-methano-3-benzazocin-8-ol--hydrogen bromide (1/1)",402.376,4.23199,5.3744959944,1.19,13000,1.2260780280526e-07,0.00603395673308115,0.999556734545757
"63903-77-5","DTXSID00980838","3-[2-(4-Methoxyphenyl)ethyl]-6,11-dimethyl-1,2,3,4,5,6-hexahydro-2,6-methano-3-benzazocin-8-ol--hydrogen bromide (1/1)",432.402,4.13215,4.9787631084,1.08,13000,2.938265488732e-07,0.00410705180087789,0.999595286028812
"63903-78-6","DTXSID60980839","8-Methoxy-3,6-dimethyl-1,2,3,4,5,6-hexahydro-2,6-methano-3-benzazocin-11-ol--hydrogen bromide (1/1)",328.25,2.28386,4595.467175,1.45,13000,5.689812970269e-05,0.000864018969247987,0.999639141736289
"63904-88-1","DTXSID50980843","4,4'-{[1,2-Bis(sulfanylidene)ethane-1,2-diyl]diazanediyl}dibutanoic acid",292.37,1.47715,7307.408069,1.67,8100,9.554842388608e-07,0.000297762433947404,0.999068682828638
"63904-89-2","DTXSID00213532","Phosphonic acid, hexamethylenedi-, tetrabutyl ester",470.568,5.67686,4.36365235488,2.27,1870,0.008492076288962,0.00619868091445889,0.99450292432177
"63904-90-5","DTXSID10980844","Triethyl(4-methylphenyl)phosphanium iodide",336.197,4.11517,7.6990457788,30.1,8100,1.469012754215,0.00997441342579482,0.999600991372025
"63904-92-7","DTXSID70980845","Sulfuric acid--17-[2-(pyridin-2-yl)ethyl]morphinan-3-ol (1/1)",446.56,3.70703,21.931767312,1.18,38900,7.405245497921e-07,0.00192725743423943,0.999686662240526
"63904-94-9","DTXSID30980846","2,3-Dihydroxybutanedioic acid--17-methylmorphinan-3-yl pyridine-3-carboxylate (1/1)",512.559,3.93246,5.2719768504,2.09,13000,2.908107964114e-07,0.00106613404502477,0.99964983267321
"63904-95-0","DTXSID90980847","1-(3-Hydroxymorphinan-17-yl)ethan-1-one",285.387,3.53433,296.50853139,1.93,8100,2.050058394313e-08,0.0113705548167465,0.999703250289592
"63904-96-1","DTXSID50980848","Ethyl 4-fluorobutanoate",134.15,1.72718,8068.69322,90.8,3240,728.3042195247,0.00793722283829563,0.99936513569687
"63904-97-2","DTXSID60213533","Butyric acid, 4-fluoro-, isopropyl ester",148.177,2.01615,2206.8445141,55.8,3240,550.0388518557,0.010863183487625,0.999549889213415
"63904-98-3","DTXSID10980849","Sodium 4-fluoro-1-methoxy-1-oxobutan-2-olate",158.104,0.235627,630994.64504,68.4,3240,48.10725127326,0.000245816870347859,0.988051246880696
"63904-99-4","DTXSID20980850","Methyl 4-fluoro-2-hydroxybutanoate",136.122,0.235627,543264.26322,68.4,3240,48.10725127326,0.000353247086230538,0.988051246880696
"63905-00-0","DTXSID80980851","2-Chloroethyl 4-fluoro-2-hydroxybutanoate",184.59,0.938448,50902.72299,56.9,3240,16.7226273777,0.000623477087832471,0.997406587889267
"63905-01-1","DTXSID20213534","Oxamide, N,N'-bis(2-dimethylaminoethyl)dithio-",262.43,0.458816,240678.48945,0.84,13000,0.0002229403673341,7.36955070140627e-05,0.992718173201032
"63905-02-2","DTXSID80213535","Oxamide, N,N'-bis(2-pyridylmethyl)dithio-",302.41,1.39871,214.72168435,1.77,13000,1.3022437762357e-06,0.00021419025812278,0.998934604372526
"63905-03-3","DTXSID40980852","N,N-Bis(2-chloroethyl)-4-(4-methylbenzene-1-sulfonyl)morpholin-2-amine",381.31,1.00045,42.83750933,1.34,38900,5.805483475833e-05,3.40238191667297e-05,0.997717323738697
"63905-05-5","DTXSID40213536","Methylamine, N-(2-chloroethyl)-N-(2-hydroxyethyl)-, hydrochloride",174.07,0.394877,846599.8892,13,8100,49.7865800977,0.000253224702893842,0.991612353244179
"63905-06-6","DTXSID00980853","N,N'-[2,3-Dihydro-1H-4,7-methanoindene-2,5-diylbis(methylene)]dicyclohexanamine--hydrogen chloride (1/2)",425.48,4.36248,0.10569603968,1.04,13000,1.689301339212e-07,0.00538113944282425,0.999490735570092
"63905-09-9","DTXSID20980855","1,2-Bis[(2-chloroethyl)sulfanyl]propane",233.21,3.61751,7.928883469,6.89,8100,7.166531758626,0.0205606870918625,0.999696272549084
"63905-11-3","DTXSID00213537","1-Bromo-1,1,2,2,3,3-hexafluoropropane",230.935,2.60206,32.826255575,832000,8100,60595.95951173,0.00771677797354399,0.999691832747259
"63905-12-4","DTXSID60213538","Propane, 1,3-bis(2-chloroethylthio)-2-chloro-",267.65,3.51223,4.8557063,16.2,13000,5.501081794985,0.0135243976380498,0.999704823407974
"63905-13-5","DTXSID20213539","1,3-Propanediamine, N'-isopropyl-N,N-dimethyl-",144.262,1.2744,48785.946112,1.49,8100,88.9233676822,0.00258537061252963,0.998665769831321
"63905-14-6","DTXSID80980856","N,N,2-Trimethyl-3,3-diphenylpropan-1-amine--hydrogen chloride (1/1)",289.85,4.54117,74.61753475,2.5,8100,0.004433142786607,0.0158510480268636,0.99936100925112
"63905-15-7","DTXSID40980857","N-[2-(2,3-Dihydroxypropoxy)phenyl]ethanimidic acid",225.244,0.552496,10454.4299672,7.8,3240,1.0605822788978e-05,0.000148658411906457,0.994074241646808
"63905-16-8","DTXSID00980858","1-[4-(2,3-Dihydroxypropoxy)phenyl]ethan-1-one",210.229,0.518834,30782.360867,6.22,3240,6.879128682503e-06,0.000177333617830252,0.993619853876596
"63905-17-9","DTXSID60980859","3-[4-Bromo-2-(prop-2-en-1-yl)phenoxy]propane-1,2-diol",287.153,2.07716,55.937978706,3.8,8100,3.662326056583e-05,0.00114060630946724,0.999575415410247
"63905-18-0","DTXSID70980860","3-[2-Bromo-6-(prop-2-en-1-yl)phenoxy]propane-1,2-diol",287.153,2.3698,55.872507822,3.8,8100,3.710188794593e-05,0.00206264152334399,0.999657684800394
"63905-19-1","DTXSID30980861","3-[4-Chloro-2-(prop-2-en-1-yl)phenoxy]propane-1,2-diol",242.7,2.1218,172.2609363,3.79,8100,4.014457153051e-05,0.00266915193442328,0.999591916871272
"63905-20-4","DTXSID90980862","3-[2-Chloro-6-(prop-2-en-1-yl)phenoxy]propane-1,2-diol",242.7,2.09815,174.4127145,3.79,8100,4.096690403203e-05,0.00254638044187199,0.999583389535216
"63905-21-5","DTXSID50980863","3-[(Prop-2-en-1-yl)oxy]propane-1,2-diyl diacetate",216.233,0.505902,17275.0057331,4.52,3240,1.413164005044,0.000157582334093434,0.993435828365471
"63905-22-6","DTXSID10980864","3-[2-(Prop-2-en-1-yl)phenoxy]propane-1,2-diol",208.257,1.58842,1370.71841802,2.98,3240,0.0001548112928202,0.00161963752732397,0.999221780621743
"63905-23-7","DTXSID70980865","3-[4-Methyl-2-(prop-2-en-1-yl)phenoxy]propane-1,2-diol",222.284,1.94517,73.903428332,2.78,3240,9.607811374155e-05,0.00265415316973631,0.999515248281663
"63905-24-8","DTXSID30980866","3-[2-Methyl-6-(prop-2-en-1-yl)phenoxy]propane-1,2-diol",222.284,1.94237,222.32178828,2.78,3240,9.706696590818e-05,0.00263915236408177,0.999513761171311
"63905-25-9","DTXSID90980867","3-(2-Aminophenoxy)propane-1,2-diol",183.207,-1.12602,37537.099023,2.24,3240,3.724120984348e-06,4.72727207275596e-05,0.785836125301999
"63905-26-0","DTXSID50980868","3-(4-Amino-2-methylphenoxy)propane-1,2-diol",197.234,-1.02489,21836.367842,1.16,3240,1.787479947208e-05,4.30971865187292e-05,0.822389902015491
"63905-27-1","DTXSID10980869","N-[4-(2,3-Dihydroxybutoxy)phenyl]ethanimidic acid",239.271,1.09534,7656.5762916,6.86,3240,3.019832126934e-06,0.000336173419109518,0.998115022541293
"63905-28-2","DTXSID20980870","3-(3-Methylbut-2-en-1-yl)-3H-purin-6-amine--hydrogen chloride (1/1)",239.71,1.90834,10227.46686,0.372,8100,7.157132530131e-07,0.00182328617945044,0.999494893741668
"63905-29-3","DTXSID6052322","Bis(cyclohex-3-en-1-ylmethyl) hexanedioate",334.456,4.88864,2.50722599208,0.505,8100,0.0003124436874128,0.0121175762817304,0.998889134606343
"63905-30-6","DTXSID80980871","2,3-Dibromohexanedioic acid",303.934,1.32981,6610.3821396,87.8,1870,1.0027990218479e-05,0.000181970309290516,0.99879512560827
"63905-31-7","DTXSID40980872","S-(2-Aminoethyl)cysteine--hydrogen chloride (1/2)",237.14,-1.76983,101586.98176,0.821,3240,6.583379624766e-05,2.96024410692507e-05,0.454698813374426
"63905-32-8","DTXSID70404036","N-(2-Cyanoethyl)alanine",142.158,-1.15831,130610.079186,16.6,3240,9.314248803614e-05,7.01997396386665e-05,0.773069089170371
"63905-33-9","DTXSID00980873","N-[2-(2,4-Dichlorophenoxy)-1-hydroxyethylidene]phenylalanine",368.21,3.91644,4.777009256,10.1,13000,4.189962747247e-08,0.00655478259007569,0.999653181845485
"63905-34-0","DTXSID30213540","Allylamine, 2-(allyloxy)-N,N-dimethyl-",141.214,1.73322,28281.775064,1.07,8100,424.0958561422,0.00708858734746296,0.999370393618904
"63905-36-2","DTXSID90213541","Allylamine, N,N-bis(2-chloroethyl)-",182.09,1.5147,715.1093107,4.82,13000,23.51220341084,0.00219682235294254,0.999124788878043
"63905-37-3","DTXSID60980874","2-Chloro-N,N-bis(2-chloroethyl)prop-2-en-1-amine--hydrogen chloride (1/1)",252.99,1.78637,472.7143449,9.13,13000,21.27705354249,0.0011239703934605,0.999413632467509
"63905-38-4","DTXSID20980875","N,N-Bis(2-chloroethyl)prop-2-en-1-amine--hydrogen chloride (1/1)",218.55,1.51457,844.1297055,4.82,13000,23.51220341084,0.00115754564262051,0.99912460288306
"63905-43-1","DTXSID80980876","4-{1-Hydroxy-2-[methyl(2-methylpropyl)amino]ethyl}benzene-1,2-diol",239.315,1.21368,5952.577721,1.62,3240,6.026425340541e-05,0.000428511112767704,0.998503757078837
"63905-44-2","DTXSID40980877","N,N-Bis(2-chloroethyl)-2-methylpropan-1-amine--hydrogen chloride (1/1)",234.59,2.42713,1010.3110989,12.5,13000,45.18802422182,0.00543077032728999,0.999668061525406
"63905-45-3","DTXSID00980878","1-(2-Methylpropyl)-1H-imidazole-2-thiol",156.25,1.87001,189828.125,1.26,3240,11.298845904437,0.00714221487973373,0.999471781626666
"63905-46-4","DTXSID60980879","1-Methoxy-2-methyl-1-oxopropan-2-yl prop-2-enoate",172.18,0.928884,18045.49708,9.66,3240,41.30140990854,0.000758847005406227,0.99735460104537
"63905-48-6","DTXSID70980880","4,5,6,7-Tetrachloro-2-{4-[diethyl(methyl)azaniumyl]butyl}-2-methyl-2,3-dihydro-1H-isoindol-2-ium diiodide",668.04,5.1962,28.842359784,4.6,38900,0.003393388131475,0.0009574171937458,0.998007047260496
"63905-49-7","DTXSID30980881","4,5,6,7-Tetrachloro-2-{5-[diethyl(methyl)azaniumyl]pentyl}-2-methyl-2,3-dihydro-1H-isoindol-2-ium diiodide",682.07,5.20481,34.821787917,4.49,38900,0.004366534920563,0.00079857284053164,0.997972271682438
"63905-50-0","DTXSID50213542","Isonicotinamide, N,N'-methylenebis(thio-, hydrate",306.4,0.573196,6691.43896,1.23,13000,6.224542412081e-07,4.85973790739967e-05,0.994336857760287
"63905-52-2","DTXSID70213544","4-Pyridinecarboxylic acid, 2-((((carboxymethyl)thio)amino)iminomethyl)hydrazide, monohydrochloride",305.74,-0.116754,10281.699886,2.77,8100,6.71118246782e-08,2.64994274496112e-05,0.973799116725937
"63905-53-3","DTXSID30213545","Isonicotinoyl azide, 2,6-dimethyl-",176.179,1.27056,7659.2763176,192,8100,0.01760322176365,0.00145544562256606,0.998656179966014
"63905-54-4","DTXSID90980882","Ethyl 1-(2-hydroxy-3-phenoxypropyl)-4-phenylpiperidine-4-carboxylate--hydrogen chloride (1/1)",419.95,3.64596,63.8248409,1.76,13000,7.457414549128e-06,0.00254894832014549,0.999693471059467
"63905-57-7","DTXSID50980883","N-[2-(2,4-Dichlorophenoxy)-1-hydroxyethylidene]isoleucine",334.19,3.64812,386.8449764,10.7,8100,5.39969011739e-07,0.00739059803797062,0.999693249106836
"63905-59-9","DTXSID10980884","1-(2,5-Dimethoxyphenyl)-N-methylpropan-2-amine--hydrogen chloride (1/1)",245.75,2.64643,60.23946875,2.39,8100,0.004124261473455,0.00660658069616347,0.99969629825568
"63905-60-2","DTXSID90213546","Isopropylamine, 2-furyl-, sulfate",223.24,1.01077,542982.1872,1.77,3240,103.47737306416,0.000371772298361752,0.997764889897122
"63905-61-3","DTXSID50213547","Isopropylamine, 2-thienyl-, sulfate",239.3,1.02145,8605.06049,3.77,3240,80.27381098617,0.000289279813768636,0.997812944033425
"63905-62-4","DTXSID70980885","2-(Furan-2-yl)-4,4-dimethyl-1-(propan-2-yl)imidazolidine",208.305,2.47154,18644.797296,0.717,8100,0.07619574572085,0.00888815728556214,0.99967514260232
"63905-63-5","DTXSID10213548","3-Biphenylol, 4-isopropyl-",212.292,4.1385,243.99356436,3.4,8100,0.002089721805338,0.0290053617006681,0.999593093254892
"63905-64-6","DTXSID70213549","Isoquinoline-3-carboxylic acid, 6,7-dimethoxy-1-veratryl-, sodium salt",405.382,2.93025,30.4030013888,2.68,13000,2.316489858489e-07,0.000875204621093468,0.999713812713915
"63905-66-8","DTXSID30980886","1,2,3,4-Tetrahydroisoquinoline-6,7-diol--hydrogen chloride (1/1)",201.65,0.839967,26145.33405,1.67,3240,0.0002777065386983,0.000379678873669795,0.99681263320499
"63905-67-9","DTXSID90980887","5,6-Dimethoxy-1,2,3,4-tetrahydroisoquinoline--hydrogen chloride (1/1)",229.7,1.17137,845.633659,1.81,8100,0.0010449528951181,0.000463222008844061,0.998376733836383
"63905-69-1","DTXSID50980888","Oxalic acid--1-[2-(4-chlorophenyl)ethyl]-2-methyl-1,2,3,4-tetrahydroisoquinoline-6,7-diyl diacetate (1/1)",491.92,3.86911,2.9024854144,2.33,13000,2.702831480231e-07,0.00130214028125468,0.999662346342346
"63905-70-4","DTXSID10980889","1-[2-(4-Chlorophenyl)ethyl]-2-methyl-1,2,3,4-tetrahydroisoquinoline-6,7-diol--hydrogen chloride (1/1)",354.27,3.95959,11.545057041,1.47,13000,3.795715107778e-08,0.00776900525222178,0.999643856319786
"63905-71-5","DTXSID20980890","5-Ethoxy-6-methoxy-1,2,3,4-tetrahydroisoquinoline--hydrogen chloride (1/1)",243.73,1.74059,834.0538092,1.75,8100,0.0006764391433669,0.00119964536936521,0.999376710823971
"63905-72-6","DTXSID80980891","6-Ethoxy-1,2,3,4-tetrahydroisoquinoline--hydrogen chloride (1/1)",213.71,1.90753,3870.373584,1.66,8100,0.08745602145786,0.00285046898622284,0.99949442625824
"63905-73-7","DTXSID40980892","1,2,3,4-Tetrahydroisoquinolin-6-ol--hydrogen chloride (1/1)",185.65,1.92404,31751.3482,1.39,3240,0.02602999674599,0.00477570156265431,0.99950378356796
"63905-74-8","DTXSID00980893","7-Ethoxy-6-methoxy-1,2,3,4-tetrahydroisoquinoline--hydrogen chloride (1/1)",243.73,1.74934,832.9935837,1.75,8100,0.000672958095764,0.00122184368782622,0.999384072673411
"63905-75-9","DTXSID80213550","Acetic acid, di-n-heptyl-, ethyl ester",284.484,7.54251,3.047108124,13.3,1870,0.02057497783675,0.0173630571492298,0.720792597571658
"63905-77-1","DTXSID60980894","3-(Dimethylamino)-2-methyl-1,1-diphenylpropyl acetate--hydrogen chloride (1/1)",347.88,3.46425,16.56291468,2.82,13000,0.0002075416312891,0.00513282733635252,0.99970786630511
"63905-79-3","DTXSID80980896","2-(Diethylamino)ethyl di(naphthalen-2-yl)acetate--hydrogen chloride (1/1)",448,5.17144,0.68292672,1.29,13000,1.0210868540842e-07,0.00646961039676365,0.998103306636372
"63905-80-6","DTXSID40980897","[(2,5-Dioxocyclohex-3-en-1-yl)sulfanyl]acetic acid",200.21,-0.0510415,24536.13592,2.52,3240,1.830343095593e-05,8.42701879282563e-05,0.977361092214292
"63905-81-7","DTXSID00980898","1-Butylpiperidin-4-yl diphenylacetate--hydrogen chloride (1/1)",387.95,3.66555,0.24972690655,2.17,8100,1.615720712171e-06,0.00400560860027916,0.999691408793178
"63905-82-8","DTXSID60980899","3-(2-Methylpiperidin-1-yl)propyl diphenylacetate",351.49,3.66564,0.24794139749,2.19,8100,6.556048534816e-06,0.00619793354760032,0.999691399060241
"63905-83-9","DTXSID10980900","1,2,6-Trimethylpiperidin-4-yl diphenylacetate--hydrogen chloride (1/1)",373.92,3.6599,0.28490123952,1.98,8100,1.874099503991e-06,0.00473150811308264,0.999692015029464
"63905-87-3","DTXSID70980901","2-Ethylpentyl fluoroacetate",176.231,3.99953,678.45939073,29.1,3240,110.95009302366,0.0417212131654434,0.99963431737792
"63905-91-9","DTXSID40213556","Pyridine, 1,2,3,6-tetrahydro-4-ethynyl-1,2,2,6,6-pentamethyl-, hydrochloride",213.75,2.14784,9971.074125,1.29,13000,89.67570592897,0.00457431068782246,0.999600774480611
"63905-92-0","DTXSID00213557","Pyridine, 1,2,3,6-tetrahydro-1,2,2,6,6-pentamethyl-, hydrochloride",189.73,2.69475,6725.568013,1.89,13000,55.57770475213,0.0163703486742116,0.999700558313085
"63905-93-1","DTXSID60213558","Pyridine, 1,2,3,6-tetrahydro-2,2,4,6,6-pentamethyl-, hydrochloride",189.73,1.95997,18009.095708,1.16,8100,871.52846343,0.00477890028929817,0.999522950135347
"63905-94-2","DTXSID20213559","Pyridine, 1,4,5,6-tetrahydro-1,2,6,6-tetramethyl-, hydrochloride",175.7,2.20659,1712.523302,0.778,8100,188.9284924212,0.00961395470459845,0.999618871459834
"63905-95-3","DTXSID30213560","4-Pyridinethiol, 3,5-dibromo-",268.95,3.03924,871.4975115,3240,13000,0.001046460771349,0.0083622696288901,0.999716423361067
"63905-96-4","DTXSID90213561","4-Pyridinethiol, 3,5-diiodo-",362.95,3.74834,464.851842,2960,13000,0.08514127812268,0.00593021707109874,0.999681386314184
"63905-97-5","DTXSID30980902","1-[(Acetyloxy)methyl]pyridin-1-ium chloride",187.62,0.728456,7927.60167,21.6,3240,32.68998341605,0.000385111821728544,0.995956875971618
"63905-98-6","DTXSID90980903","1-(Diphenylmethyl)-4-pentylpyridin-1-ium bromide",396.372,6.46453,0.317621207412,6.88,8100,0.0004252744260698,0.00903935874745661,0.968427972476462
"63905-99-7","DTXSID50980904","4-Benzyl-1-[6-(trimethylazaniumyl)hexyl]pyridin-1-ium dibromide",472.309,4.95389,3.84443939803,6.76,8100,0.001536447219077,0.00520916971629957,0.99875025060313
"63906-00-3","DTXSID10980905","1,1'-[[1,1'-Biphenyl]-4,4'-diylbis(1-oxoethane-2,1-diyl)]bis(3-bromopyridin-1-ium) dibromide",712.074,4.81971,2.70276943662,8.52,38900,4.480418906101e-08,0.000242688369582192,0.999014885455888
"63906-01-4","DTXSID70980906","1,1'-[[1,1'-Biphenyl]-4,4'-diylbis(1-oxoethane-2,1-diyl)]bis(3-chloropyridin-1-ium) dibromide",623.17,4.78974,0.6322184284,8.51,38900,1.744336821804e-07,0.00092285161149614,0.999063638951955
"63906-02-5","DTXSID30980907","1,1'-[[1,1'-Biphenyl]-4,4'-diylbis(1-oxoethane-2,1-diyl)]bis(2-ethylpyridin-1-ium) dibromide",610.39,5.35122,0.044225441216,7.62,13000,5.315110393174e-08,0.00227314227783696,0.997262555219097
"63906-03-6","DTXSID90980908","1,1'-[[1,1'-Biphenyl]-4,4'-diylbis(1-oxoethane-2,1-diyl)]bis(3-ethylpyridin-1-ium) dibromide",610.39,4.91021,0.043886979961,7.62,13000,5.321136565202e-08,0.00133181755342853,0.998845508405724
"63906-04-7","DTXSID50980909","1,1'-[[1,1'-Biphenyl]-4,4'-diylbis(1-oxoethane-2,1-diyl)]bis(3-formylpyridin-1-ium) dibromide",610.302,3.10756,1.05156865506,4.02,13000,2.018181010864e-07,4.18939724324741e-05,0.999717062129255
"63906-05-8","DTXSID60980910","1,1'-[[1,1'-Biphenyl]-4,4'-diylbis(1-oxoethane-2,1-diyl)]bis[2-(hydroxymethyl)pyridin-1-ium] dibromide",614.334,3.6552,100.627294866,5.64,3240,8.134625629133e-08,0.000114592434374713,0.999692512216621
"63906-06-9","DTXSID20980911","1,1'-[[1,1'-Biphenyl]-4,4'-diylbis(1-oxoethane-2,1-diyl)]bis[3-(hydroxymethyl)pyridin-1-ium] dibromide",614.334,2.82431,189.37152717,5.86,3240,8.025181279182e-08,2.45566206895824e-05,0.999709253685479
"63906-07-0","DTXSID80980912","1,1'-[[1,1'-Biphenyl]-4,4'-diylbis(1-oxoethane-2,1-diyl)]bis(3-iodopyridin-1-ium) dibromide",806.075,4.76485,3.33902865475,8.52,38900,3.455676352083e-08,4.5771749172414e-05,0.999101649008047
"63906-08-1","DTXSID40980913","1,1'-[[1,1'-Biphenyl]-4,4'-diylbis(1-oxoethane-2,1-diyl)]di(pyridin-1-ium) dibromide",554.282,3.22112,0.0432884264924,6.99,8100,2.660861591859e-07,0.000128737003048744,0.99971647165241
"63906-09-2","DTXSID00980914","1-(2-Bromoethyl)pyridin-1-ium-3-carboximidate--hydrogen bromide (1/1)",309.989,1.34675,2866.79377145,19.6,8100,0.002217031355549,0.00017027462124503,0.998831493984022
"63906-10-5","DTXSID60980915","1-Hexadecylpyridin-1-ium-3-carboximidate--hydrogen chloride (1/1)",383.02,6.48722,3396.142585,7.74,8100,3.988979244322e-06,0.0096726615116808,0.966803534918661
"63906-11-6","DTXSID20980916","1-Tetradecylpyridin-1-ium-3-carboximidate--hydrogen chloride (1/1)",354.96,5.41821,2869.8303024,8.46,8100,1.562525078561e-05,0.0110646525991139,0.996849393933845
"63906-12-7","DTXSID80980917","1-{2-[(2-Chloroethyl)(ethyl)amino]ethyl}pyridin-1-ium chloride--hydrogen chloride (1/1/1)",285.64,1.70887,643.661176,7.42,8100,2.942451811778,0.000541785688269445,0.99934874123718
"63906-13-8","DTXSID40980918","1-{2-[(2-Chloroethyl)(methyl)amino]ethyl}pyridin-1-ium chloride--hydrogen chloride (1/1/1)",271.61,1.16474,2074.7581714,9.5,8100,11.028894729165,0.00022420197968037,0.998355686463509
